2023-02-09 10:18:25,876 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.0.20.Final
2023-02-09 10:18:53,942 [main] INFO  o.t.s.c.t.a.JsonConverterConfig - JSON max string value length = 0
2023-02-09 10:18:54,011 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Setting resource leak detector level to DISABLED
2023-02-09 10:18:54,012 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Starting MQTT transport...
2023-02-09 10:18:54,085 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Mqtt transport started!
2023-02-09 10:18:54,131 [main] INFO  o.e.c.elements.config.Configuration - defaults added COAP.
2023-02-09 10:18:54,148 [main] INFO  o.e.c.elements.config.Configuration - defaults added UDP.
2023-02-09 10:18:54,152 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2023-02-09 10:18:54,178 [main] INFO  org.eclipse.californium.ban - Started.
2023-02-09 10:18:54,184 [main] INFO  o.e.c.core.network.CoapEndpoint - coap CoapEndpoint uses udp context
2023-02-09 10:18:54,204 [main] INFO  o.e.c.elements.config.Configuration - defaults added SYS.
2023-02-09 10:18:54,205 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - coap BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2023-02-09 10:18:54,224 [main] INFO  o.e.californium.core.CoapServer - Starting server
2023-02-09 10:18:54,245 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector starts up 1 sender threads and 1 receiver threads
2023-02-09 10:18:54,251 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on 0.0.0.0/0.0.0.0:5683, recv buf = 106496, send buf = 106496, recv packet size = 2048
2023-02-09 10:18:54,254 [main] INFO  o.e.c.core.network.CoapEndpoint - coap Started endpoint at coap://0.0.0.0:5683
2023-02-09 10:18:54,290 [main] INFO  o.t.s.t.coap.CoapTransportService - Starting CoAP transport...
2023-02-09 10:18:54,304 [main] INFO  o.t.s.t.coap.CoapTransportService - CoAP transport started!
2023-02-09 10:18:54,521 [main] INFO  o.e.c.elements.util.JceProviderUtil - Loaded net.i2p.crypto.eddsa.EdDSASecurityProvider
2023-02-09 10:18:54,582 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Starting LwM2M transport bootstrap server...
2023-02-09 10:18:54,745 [main] INFO  o.e.c.elements.config.Configuration - defaults added DTLS.
2023-02-09 10:18:54,746 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Unable to load X509 files for BootStrap Server
2023-02-09 10:18:54,855 [main] WARN  o.e.l.s.c.b.LeshanBootstrapServerBuilder - configStore is set but you also provide a custom SessionManager so this store will not be used
2023-02-09 10:18:54,995 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2023-02-09 10:18:54,996 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M BS Server-coap://] CoapEndpoint uses udp context
2023-02-09 10:18:54,997 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - [LWM2M BS Server-coap://] BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2023-02-09 10:18:55,025 [main] INFO  o.e.c.s.dtls.InMemoryConnectionStore - Created new InMemoryConnectionStore [capacity: 150000, connection expiration threshold: 1800s]
2023-02-09 10:18:55,029 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2023-02-09 10:18:55,029 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M BS Server-coaps://] CoapEndpoint uses lwm2m correlation
2023-02-09 10:18:55,030 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - [LWM2M BS Server-coaps://] BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2023-02-09 10:18:55,048 [main] INFO  o.e.californium.core.CoapServer - Starting server
2023-02-09 10:18:55,055 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector starts up 2 sender threads and 2 receiver threads
2023-02-09 10:18:55,058 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on 0.0.0.0/0.0.0.0:5687, recv buf = 106496, send buf = 106496, recv packet size = 2048
2023-02-09 10:18:55,059 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M BS Server-coap://] Started endpoint at coap://0.0.0.0:5687
2023-02-09 10:18:55,063 [main] INFO  o.e.c.scandium.DTLSConnector - multiple network interfaces, using smallest MTU [IPv4 1500, IPv6 1280]
2023-02-09 10:18:55,067 [main] INFO  o.e.c.scandium.DTLSConnector - DTLSConnector listening on 0.0.0.0/0.0.0.0:5688, recv buf = 106496, send buf = 106496, recv packet size = 16490, MTU = IPv4 1500 / IPv6 1280
2023-02-09 10:18:55,067 [DTLS-Receiver-0-0.0.0.0/0.0.0.0:5688] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-0-0.0.0.0/0.0.0.0:5688]
2023-02-09 10:18:55,069 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M BS Server-coaps://] Started endpoint at coaps://0.0.0.0:5688
2023-02-09 10:18:55,070 [main] INFO  o.e.l.s.c.b.LeshanBootstrapServer - Bootstrap server started at coap://0.0.0.0/0.0.0.0:5687 coaps://0.0.0.0/0.0.0.0:5688
2023-02-09 10:18:55,071 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Started LwM2M transport bootstrap server.
2023-02-09 10:18:55,234 [main] INFO  o.t.s.t.s.s.SnmpTransportService - SNMP transport service initialized
2023-02-09 10:18:55,267 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: zookeeper.version=3.5.5-390fe37ea45dee01bf87dc1c042b5e3dcce88653, built on 05/03/2019 12:07 GMT
2023-02-09 10:18:55,267 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: host.name=6862f6a150d9
2023-02-09 10:18:55,268 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.version=11.0.16
2023-02-09 10:18:55,269 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.vendor=Debian
2023-02-09 10:18:55,270 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.home=/usr/lib/jvm/java-11-openjdk-amd64
2023-02-09 10:18:55,272 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.class.path=/usr/share/thingsboard/bin/thingsboard.jar
2023-02-09 10:18:55,274 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.library.path=/usr/java/packages/lib:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2023-02-09 10:18:55,276 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.io.tmpdir=/tmp
2023-02-09 10:18:55,278 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.compiler=<NA>
2023-02-09 10:18:55,278 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.name=Linux
2023-02-09 10:18:55,279 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.arch=amd64
2023-02-09 10:18:55,280 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.version=5.10.16.3-microsoft-standard-WSL2
2023-02-09 10:18:55,281 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.name=thingsboard
2023-02-09 10:18:55,282 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.home=/home/thingsboard
2023-02-09 10:18:55,283 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.dir=/
2023-02-09 10:18:55,284 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.free=298MB
2023-02-09 10:18:55,285 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.max=3070MB
2023-02-09 10:18:55,286 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.total=404MB
2023-02-09 10:18:56,197 [app-dispatcher-50-thread-1] INFO  o.t.server.actors.app.AppActor - Starting main system actor.
2023-02-09 10:18:56,216 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2023-02-09 10:18:56,252 [app-dispatcher-50-thread-1] INFO  o.t.server.actors.app.AppActor - Main system actor started.
2023-02-09 10:18:56,254 [app-dispatcher-50-thread-1] WARN  o.t.server.actors.app.AppActor - Rule Chains initialized by unexpected message: org.thingsboard.server.actors.device.SessionTimeoutCheckMsg@7d94cc32
2023-02-09 10:18:56,679 [rule-dispatcher-2-2] INFO  o.t.s.d.s.i.s.SqlPartitioningRepository - Saving partition 1675900800000-1676505600000 for table lc_event
2023-02-09 10:18:57,265 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Or [Ant [pattern='/*.js'], Ant [pattern='/*.css'], Ant [pattern='/*.ico'], Ant [pattern='/assets/**'], Ant [pattern='/static/**']] with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1d9e511c, org.springframework.security.web.header.HeaderWriterFilter@4746b5d, org.springframework.security.web.csrf.CsrfFilter@40c858fc, org.springframework.security.web.authentication.logout.LogoutFilter@7e84be9b, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@611c1f92, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@63cfd703, org.springframework.security.web.access.ExceptionTranslationFilter@f5b08d4, org.springframework.security.web.access.intercept.AuthorizationFilter@1ef8cf89]
2023-02-09 10:18:57,347 [rule-dispatcher-0-4] INFO  c.d.oss.driver.api.core.uuid.Uuids - PID obtained through native call to getpid(): 226
2023-02-09 10:18:57,473 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@7c9a0166, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@3d4ea4cf, org.springframework.security.web.context.SecurityContextPersistenceFilter@246ee6d8, org.springframework.security.web.header.HeaderWriterFilter@4b6e296a, org.springframework.web.filter.CorsFilter@d695f9d, org.springframework.security.web.authentication.logout.LogoutFilter@27476b5f, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@70796b21, org.springframework.security.oauth2.client.web.OAuth2LoginAuthenticationFilter@4263fbe8, org.thingsboard.server.service.security.auth.rest.RestLoginProcessingFilter@213bd66a, org.thingsboard.server.service.security.auth.rest.RestPublicLoginProcessingFilter@5692863, org.thingsboard.server.service.security.auth.jwt.JwtTokenAuthenticationProcessingFilter@655e024, org.thingsboard.server.service.security.auth.jwt.RefreshTokenProcessingFilter@77a1df4d, org.thingsboard.server.service.security.auth.jwt.JwtTokenAuthenticationProcessingFilter@244c0fbe, org.thingsboard.server.config.RateLimitProcessingFilter@63e0057a, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@791b9887, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@7326f323, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5b34e7bd, org.springframework.security.web.session.SessionManagementFilter@5e3934db, org.springframework.security.web.access.ExceptionTranslationFilter@37a2d18c, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@116c43d4]
2023-02-09 10:18:57,814 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [public/index.html]
2023-02-09 10:18:58,909 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2023-02-09 10:18:58,910 [main] INFO  o.s.i.c.PublishSubscribeChannel - Channel 'application.errorChannel' has 1 subscriber(s).
2023-02-09 10:18:58,913 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - started bean '_org.springframework.integration.errorLogger'
2023-02-09 10:18:58,916 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-9090"]
2023-02-09 10:18:58,944 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9090 (http) with context path ''
2023-02-09 10:19:02,777 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [Events] queueSize [0] totalAdded [3] totalSaved [3] totalFailed [0]
2023-02-09 10:19:02,779 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [Events] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-02-09 10:19:02,781 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [Events] queueSize [0] totalAdded [6] totalSaved [6] totalFailed [0]
2023-02-09 10:19:03,131 [http-nio-0.0.0.0-9090-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-02-09 10:19:03,132 [http-nio-0.0.0.0-9090-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-02-09 10:19:03,141 [http-nio-0.0.0.0-9090-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 8 ms
2023-02-09 10:19:05,203 [TB-Scheduling-2] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2023-02-09 10:19:05,210 [main] INFO  o.t.s.ThingsboardServerApplication - Started ThingsboardServerApplication in 40.264 seconds (JVM running for 41.994)
2023-02-09 10:19:05,273 [main] INFO  o.t.s.q.d.HashPartitionService - [6862f6a150d9] Found common server: [[TB_CORE, TB_RULE_ENGINE, TB_TRANSPORT, JS_EXECUTOR, TB_VC_EXECUTOR]]
2023-02-09 10:19:05,284 [main] INFO  o.t.s.q.d.HashPartitionService - [QK(Main,TB_RULE_ENGINE,system)] NEW PARTITIONS: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2023-02-09 10:19:05,295 [main] INFO  o.t.s.s.q.DefaultTbRuleEngineConsumerService - [Main] Subscribing to partitions: [TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[8], fullTopicName=tb_rule_engine.main.8, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[9], fullTopicName=tb_rule_engine.main.9, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[6], fullTopicName=tb_rule_engine.main.6, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[7], fullTopicName=tb_rule_engine.main.7, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[4], fullTopicName=tb_rule_engine.main.4, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[5], fullTopicName=tb_rule_engine.main.5, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[2], fullTopicName=tb_rule_engine.main.2, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[3], fullTopicName=tb_rule_engine.main.3, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[0], fullTopicName=tb_rule_engine.main.0, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[1], fullTopicName=tb_rule_engine.main.1, myPartition=true)]
2023-02-09 10:19:05,307 [main] INFO  o.t.s.s.q.DefaultTbRuleEngineConsumerService - [Main] Subscribing consumer per partition: [TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[8], fullTopicName=tb_rule_engine.main.8, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[9], fullTopicName=tb_rule_engine.main.9, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[6], fullTopicName=tb_rule_engine.main.6, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[7], fullTopicName=tb_rule_engine.main.7, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[4], fullTopicName=tb_rule_engine.main.4, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[5], fullTopicName=tb_rule_engine.main.5, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[2], fullTopicName=tb_rule_engine.main.2, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[3], fullTopicName=tb_rule_engine.main.3, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[0], fullTopicName=tb_rule_engine.main.0, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.main, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[1], fullTopicName=tb_rule_engine.main.1, myPartition=true)]
2023-02-09 10:19:05,311 [main] INFO  o.t.s.a.service.DefaultActorService - Received partition change event.
