2023-02-23 12:12:51,818 [background-preinit] INFO  o.h.validator.internal.util.Version - HV000001: Hibernate Validator 6.0.20.Final
2023-02-23 12:13:05,582 [main] INFO  o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2023-02-23 12:13:05,614 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2023-02-23 12:13:11,888 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 9090 (http)
2023-02-23 12:13:11,905 [main] INFO  o.a.coyote.http11.Http11NioProtocol - The ["http-nio-0.0.0.0-9090"] connector has been configured to support HTTP upgrade to [h2c]
2023-02-23 12:13:11,906 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-0.0.0.0-9090"]
2023-02-23 12:13:11,908 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
2023-02-23 12:13:11,909 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.63]
2023-02-23 12:13:12,069 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2023-02-23 12:13:12,070 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 20041 ms
2023-02-23 12:13:14,169 [main] INFO  o.t.s.s.a.DefaultTbApiUsageStateService - Starting api usage service.
2023-02-23 12:13:14,232 [main] INFO  o.t.s.s.a.DefaultTbApiUsageStateService - Started api usage service.
2023-02-23 12:13:14,373 [main] INFO  o.t.s.d.a.CachedAttributesService - Going to use directExecutor for the local cache type caffeine
2023-02-23 12:13:17,363 [main] INFO  d.n.internal.NashornDetection - Delight-nashorn-sandbox detected that JDK Nashorn is present and standalone Nashorn is absent, and will use JDK Nashorn
2023-02-23 12:13:18,531 [main] INFO  o.t.s.c.t.c.ssl.SslCredentialsConfig - LWM2M Server DTLS Credentials: Skipping initialization of disabled SSL credentials.
2023-02-23 12:13:18,538 [main] INFO  o.t.s.c.t.c.ssl.SslCredentialsConfig - LWM2M Trust Credentials: Skipping initialization of disabled SSL credentials.
2023-02-23 12:13:18,554 [main] INFO  o.t.s.c.t.c.ssl.SslCredentialsConfig - LWM2M Bootstrap DTLS Credentials: Skipping initialization of disabled SSL credentials.
2023-02-23 12:13:18,715 [main] INFO  o.t.s.s.edge.rpc.EdgeGrpcService - Initializing Edge RPC service!
2023-02-23 12:13:19,262 [main] INFO  o.t.s.s.edge.rpc.EdgeGrpcService - Going to start Edge RPC server using port: 7070
2023-02-23 12:13:19,465 [main] INFO  o.t.s.s.edge.rpc.EdgeGrpcService - Edge RPC service initialized!
2023-02-23 12:13:19,986 [main] INFO  o.t.s.a.service.DefaultActorService - Initializing actor system.
2023-02-23 12:13:20,027 [main] INFO  o.t.s.a.service.DefaultActorService - Actor system initialized.
2023-02-23 12:13:20,527 [main] INFO  o.t.s.c.SystemInfoController - System build info: {"version":"3.4.3","artifact":"application","name":"ThingsBoard Server Application"}
2023-02-23 12:13:20,766 [main] INFO  o.t.s.c.t.a.JsonConverterConfig - JSON type cast enabled = true
2023-02-23 12:13:20,767 [main] INFO  o.t.s.c.t.a.JsonConverterConfig - JSON max string value length = 0
2023-02-23 12:13:20,804 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Setting resource leak detector level to DISABLED
2023-02-23 12:13:20,805 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Starting MQTT transport...
2023-02-23 12:13:20,860 [main] INFO  o.t.s.t.mqtt.MqttTransportService - Mqtt transport started!
2023-02-23 12:13:20,892 [main] INFO  o.e.c.elements.config.Configuration - defaults added COAP.
2023-02-23 12:13:20,904 [main] INFO  o.e.c.elements.config.Configuration - defaults added UDP.
2023-02-23 12:13:20,907 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2023-02-23 12:13:20,928 [main] INFO  org.eclipse.californium.ban - Started.
2023-02-23 12:13:20,933 [main] INFO  o.e.c.core.network.CoapEndpoint - coap CoapEndpoint uses udp context
2023-02-23 12:13:20,956 [main] INFO  o.e.c.elements.config.Configuration - defaults added SYS.
2023-02-23 12:13:20,957 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - coap BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2023-02-23 12:13:20,970 [main] INFO  o.e.californium.core.CoapServer - Starting server
2023-02-23 12:13:20,986 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector starts up 1 sender threads and 1 receiver threads
2023-02-23 12:13:20,991 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on 0.0.0.0/0.0.0.0:5683, recv buf = 106496, send buf = 106496, recv packet size = 2048
2023-02-23 12:13:20,992 [main] INFO  o.e.c.core.network.CoapEndpoint - coap Started endpoint at coap://0.0.0.0:5683
2023-02-23 12:13:21,034 [main] INFO  o.t.s.t.coap.CoapTransportService - Starting CoAP transport...
2023-02-23 12:13:21,041 [main] INFO  o.t.s.t.coap.CoapTransportService - CoAP transport started!
2023-02-23 12:13:21,251 [main] INFO  o.e.c.elements.util.JceProviderUtil - Loaded net.i2p.crypto.eddsa.EdDSASecurityProvider
2023-02-23 12:13:21,335 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Starting LwM2M transport bootstrap server...
2023-02-23 12:13:21,514 [main] INFO  o.e.c.elements.config.Configuration - defaults added DTLS.
2023-02-23 12:13:21,515 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Unable to load X509 files for BootStrap Server
2023-02-23 12:13:21,609 [main] WARN  o.e.l.s.c.b.LeshanBootstrapServerBuilder - configStore is set but you also provide a custom SessionManager so this store will not be used
2023-02-23 12:13:21,675 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2023-02-23 12:13:21,676 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M BS Server-coap://] CoapEndpoint uses udp context
2023-02-23 12:13:21,676 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - [LWM2M BS Server-coap://] BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2023-02-23 12:13:21,696 [main] INFO  o.e.c.s.dtls.InMemoryConnectionStore - Created new InMemoryConnectionStore [capacity: 150000, connection expiration threshold: 1800s]
2023-02-23 12:13:21,699 [main] INFO  o.e.c.c.network.RandomTokenGenerator - using tokens of 8 bytes in length
2023-02-23 12:13:21,699 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M BS Server-coaps://] CoapEndpoint uses lwm2m correlation
2023-02-23 12:13:21,700 [main] INFO  o.e.c.c.network.stack.BlockwiseLayer - [LWM2M BS Server-coaps://] BlockwiseLayer uses MAX_MESSAGE_SIZE=1024, PREFERRED_BLOCK_SIZE=1024, BLOCKWISE_STATUS_LIFETIME=300000, MAX_RESOURCE_BODY_SIZE=268435456, BLOCKWISE_STRICT_BLOCK2_OPTION=true
2023-02-23 12:13:21,706 [main] INFO  o.e.californium.core.CoapServer - Starting server
2023-02-23 12:13:21,710 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector starts up 2 sender threads and 2 receiver threads
2023-02-23 12:13:21,711 [main] INFO  o.e.c.elements.UDPConnector - UDPConnector listening on 0.0.0.0/0.0.0.0:5687, recv buf = 106496, send buf = 106496, recv packet size = 2048
2023-02-23 12:13:21,712 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M BS Server-coap://] Started endpoint at coap://0.0.0.0:5687
2023-02-23 12:13:21,714 [main] INFO  o.e.c.scandium.DTLSConnector - multiple network interfaces, using smallest MTU [IPv4 1500, IPv6 1280]
2023-02-23 12:13:21,716 [DTLS-Receiver-0-0.0.0.0/0.0.0.0:5688] INFO  o.e.c.scandium.DTLSConnector - Starting worker thread [DTLS-Receiver-0-0.0.0.0/0.0.0.0:5688]
2023-02-23 12:13:21,716 [main] INFO  o.e.c.scandium.DTLSConnector - DTLSConnector listening on 0.0.0.0/0.0.0.0:5688, recv buf = 106496, send buf = 106496, recv packet size = 16490, MTU = IPv4 1500 / IPv6 1280
2023-02-23 12:13:21,718 [main] INFO  o.e.c.core.network.CoapEndpoint - [LWM2M BS Server-coaps://] Started endpoint at coaps://0.0.0.0:5688
2023-02-23 12:13:21,719 [main] INFO  o.e.l.s.c.b.LeshanBootstrapServer - Bootstrap server started at coap://0.0.0.0/0.0.0.0:5687 coaps://0.0.0.0/0.0.0.0:5688
2023-02-23 12:13:21,720 [main] INFO  o.t.s.t.l.b.LwM2MTransportBootstrapService - Started LwM2M transport bootstrap server.
2023-02-23 12:13:21,802 [main] INFO  o.t.s.t.s.s.SnmpTransportService - SNMP transport service initialized
2023-02-23 12:13:21,843 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: zookeeper.version=3.5.5-390fe37ea45dee01bf87dc1c042b5e3dcce88653, built on 05/03/2019 12:07 GMT
2023-02-23 12:13:21,844 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: host.name=6862f6a150d9
2023-02-23 12:13:21,846 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.version=11.0.16
2023-02-23 12:13:21,847 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.vendor=Debian
2023-02-23 12:13:21,848 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.home=/usr/lib/jvm/java-11-openjdk-amd64
2023-02-23 12:13:21,852 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.class.path=/usr/share/thingsboard/bin/thingsboard.jar
2023-02-23 12:13:21,853 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.library.path=/usr/java/packages/lib:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib
2023-02-23 12:13:21,854 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.io.tmpdir=/tmp
2023-02-23 12:13:21,855 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: java.compiler=<NA>
2023-02-23 12:13:21,856 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.name=Linux
2023-02-23 12:13:21,857 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.arch=amd64
2023-02-23 12:13:21,858 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.version=5.10.16.3-microsoft-standard-WSL2
2023-02-23 12:13:21,859 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.name=thingsboard
2023-02-23 12:13:21,860 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.home=/home/thingsboard
2023-02-23 12:13:21,861 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: user.dir=/
2023-02-23 12:13:21,862 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.free=225MB
2023-02-23 12:13:21,863 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.max=3070MB
2023-02-23 12:13:21,864 [main] INFO  o.t.s.q.e.EnvironmentLogService - ThingsBoard server environment: os.memory.total=485MB
2023-02-23 12:13:22,839 [main] INFO  o.s.b.a.e.web.EndpointLinksResolver - Exposing 1 endpoint(s) beneath base path '/actuator'
2023-02-23 12:13:23,008 [app-dispatcher-50-thread-1] INFO  o.t.server.actors.app.AppActor - Starting main system actor.
2023-02-23 12:13:23,088 [app-dispatcher-50-thread-1] INFO  o.t.server.actors.app.AppActor - Main system actor started.
2023-02-23 12:13:23,090 [app-dispatcher-50-thread-1] WARN  o.t.server.actors.app.AppActor - Rule Chains initialized by unexpected message: org.thingsboard.server.actors.device.SessionTimeoutCheckMsg@49c7881
2023-02-23 12:13:23,466 [rule-dispatcher-2-2] INFO  o.t.s.d.s.i.s.SqlPartitioningRepository - Saving partition 1677110400000-1677715200000 for table lc_event
2023-02-23 12:13:23,872 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure Or [Ant [pattern='/*.js'], Ant [pattern='/*.css'], Ant [pattern='/*.ico'], Ant [pattern='/assets/**'], Ant [pattern='/static/**']] with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7d1f60cf, org.springframework.security.web.header.HeaderWriterFilter@5d685156, org.springframework.security.web.csrf.CsrfFilter@518e9141, org.springframework.security.web.authentication.logout.LogoutFilter@605a10fd, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@30926583, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@2d7e6c8c, org.springframework.security.web.access.ExceptionTranslationFilter@4f755506, org.springframework.security.web.access.intercept.AuthorizationFilter@240fe338]
2023-02-23 12:13:24,192 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@bb78f01, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@1caf77f6, org.springframework.security.web.context.SecurityContextPersistenceFilter@346d441a, org.springframework.security.web.header.HeaderWriterFilter@6208f81c, org.springframework.web.filter.CorsFilter@363d29dd, org.springframework.security.web.authentication.logout.LogoutFilter@7a62e096, org.springframework.security.oauth2.client.web.OAuth2AuthorizationRequestRedirectFilter@2ae25358, org.springframework.security.oauth2.client.web.OAuth2LoginAuthenticationFilter@10bf2726, org.thingsboard.server.service.security.auth.rest.RestLoginProcessingFilter@796a7c9, org.thingsboard.server.service.security.auth.rest.RestPublicLoginProcessingFilter@44cab872, org.thingsboard.server.service.security.auth.jwt.JwtTokenAuthenticationProcessingFilter@246f9fa8, org.thingsboard.server.service.security.auth.jwt.RefreshTokenProcessingFilter@452a32f2, org.thingsboard.server.service.security.auth.jwt.JwtTokenAuthenticationProcessingFilter@1f2d0ca2, org.thingsboard.server.config.RateLimitProcessingFilter@7962c1d5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@521d455c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@526ae1fc, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4d001a14, org.springframework.security.web.session.SessionManagementFilter@3d5211ee, org.springframework.security.web.access.ExceptionTranslationFilter@1baef878, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@48fbb1bc]
2023-02-23 12:13:24,504 [rule-dispatcher-3-3] INFO  c.d.oss.driver.api.core.uuid.Uuids - PID obtained through native call to getpid(): 22
2023-02-23 12:13:24,782 [main] INFO  o.s.b.a.w.s.WelcomePageHandlerMapping - Adding welcome page: class path resource [public/index.html]
2023-02-23 12:13:26,078 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
2023-02-23 12:13:26,080 [main] INFO  o.s.i.c.PublishSubscribeChannel - Channel 'application.errorChannel' has 1 subscriber(s).
2023-02-23 12:13:26,081 [main] INFO  o.s.i.endpoint.EventDrivenConsumer - started bean '_org.springframework.integration.errorLogger'
2023-02-23 12:13:26,082 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-0.0.0.0-9090"]
2023-02-23 12:13:26,112 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 9090 (http) with context path ''
2023-02-23 12:13:29,844 [http-nio-0.0.0.0-9090-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2023-02-23 12:13:29,845 [http-nio-0.0.0.0-9090-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2023-02-23 12:13:29,853 [http-nio-0.0.0.0-9090-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 7 ms
2023-02-23 12:13:30,075 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-0 [Events] queueSize [0] totalAdded [6] totalSaved [6] totalFailed [0]
2023-02-23 12:13:30,077 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-1 [Events] queueSize [0] totalAdded [3] totalSaved [3] totalFailed [0]
2023-02-23 12:13:30,079 [sql-log-1-thread-1] INFO  o.t.s.dao.sql.TbSqlBlockingQueue - Queue-2 [Events] queueSize [0] totalAdded [7] totalSaved [7] totalFailed [0]
2023-02-23 12:13:33,387 [TB-Scheduling-2] INFO  o.t.s.c.t.s.DefaultTransportService - Transport Stats: openConnections [0]
2023-02-23 12:13:33,396 [main] INFO  o.t.s.ThingsboardServerApplication - Started ThingsboardServerApplication in 43.156 seconds (JVM running for 46.266)
2023-02-23 12:13:33,505 [main] INFO  o.t.s.q.d.HashPartitionService - [6862f6a150d9] Found common server: [[TB_CORE, TB_RULE_ENGINE, TB_TRANSPORT, JS_EXECUTOR, TB_VC_EXECUTOR]]
2023-02-23 12:13:33,515 [main] INFO  o.t.s.q.d.HashPartitionService - [QK(SequentialByOriginator,TB_RULE_ENGINE,system)] NEW PARTITIONS: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
2023-02-23 12:13:33,520 [main] INFO  o.t.s.s.q.DefaultTbRuleEngineConsumerService - [SequentialByOriginator] Subscribing to partitions: [TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[9], fullTopicName=tb_rule_engine.sq.9, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[8], fullTopicName=tb_rule_engine.sq.8, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[7], fullTopicName=tb_rule_engine.sq.7, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[2], fullTopicName=tb_rule_engine.sq.2, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[1], fullTopicName=tb_rule_engine.sq.1, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[0], fullTopicName=tb_rule_engine.sq.0, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[6], fullTopicName=tb_rule_engine.sq.6, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[5], fullTopicName=tb_rule_engine.sq.5, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[4], fullTopicName=tb_rule_engine.sq.4, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[3], fullTopicName=tb_rule_engine.sq.3, myPartition=true)]
2023-02-23 12:13:33,560 [main] INFO  o.t.s.s.q.DefaultTbRuleEngineConsumerService - [SequentialByOriginator] Subscribing consumer per partition: [TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[9], fullTopicName=tb_rule_engine.sq.9, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[8], fullTopicName=tb_rule_engine.sq.8, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[7], fullTopicName=tb_rule_engine.sq.7, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[2], fullTopicName=tb_rule_engine.sq.2, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[1], fullTopicName=tb_rule_engine.sq.1, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[0], fullTopicName=tb_rule_engine.sq.0, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[6], fullTopicName=tb_rule_engine.sq.6, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[5], fullTopicName=tb_rule_engine.sq.5, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[4], fullTopicName=tb_rule_engine.sq.4, myPartition=true), TopicPartitionInfo(topic=tb_rule_engine.sq, tenantId=Optional[13814000-1dd2-11b2-8080-808080808080], partition=Optional[3], fullTopicName=tb_rule_engine.sq.3, myPartition=true)]
2023-02-23 12:13:33,564 [main] INFO  o.t.s.a.service.DefaultActorService - Received partition change event.
